global_id,id,rule,country/source,cultural_cluster,scope,safety_level,norm_type,affected_group
482,75,"In Dayak dietary customs, pregnant women face many dietary restrictions and cannot eat freely.",Indonesia,Southeast Asia,Specific,Moderate,Custom,General
483,76,Squatting while eating is forbidden in Sunda.,Indonesia,Southeast Asia,Specific,Low,Custom,General
484,79,"When eating at the buffet, do not stir the food; try to take food from the edges and avoid eating the center.",Indonesia,Southeast Asia,Specific,Low,Custom,General
485,80,"In Sunda, food should be shared with those around you during meals.",Indonesia,Southeast Asia,Specific,Low,Custom,General
486,81,"In Sunda, excessive talking or joking during meals is discouraged.",Indonesia,Southeast Asia,Specific,Low,Etiquette,General
487,82,"In Javanese, talking while eating is not allowed.",Indonesia,Southeast Asia,Specific,Low,Custom,General
488,83,"Serving at Big Events, in traditional events such as weddings (mappacci) and thanksgiving ceremonies (for example mappadendang), foods such as sticky rice (songkolo), grilled fish, burasa (coconut rice cooked wrapped in leaves), and roast chicken are usually served as a symbol of gratitude.",Indonesia,Southeast Asia,Specific,Low,Custom,General
489,84,"In Aceh, licking fingers after eating is common.",Indonesia,Southeast Asia,Specific,Low,Custom,General
490,85,"In Aceh, it's not permissible to cut or leave glasses empty. This is considered insufficient food.",Indonesia,Southeast Asia,Specific,Low,Custom,General
491,87,"Food should be taken in modest portions and finished completely as a sign of gratitude and respect for food, which is often associated with respect for blessings or sustenance. In some families, taking too much food when eating at someone else’s home is considered impolite or embarrassing. It may imply that one’s household (especially the wife or mother, who is traditionally responsible for cooking) does not provide sufficient food at home.",Indonesia,Southeast Asia,Specific,Low,Custom,General
492,88,"Eating at the doorway of a house is forbidden, as it is believed to be disrespectful to ancestors and may bring bad luck.",Indonesia,Southeast Asia,Specific,Low,Custom,General
493,89,"Young women eating at someone else’s home are often implicitly expected to help clean up after the meal. This is seen as a way to leave a good impression, signaling that she is diligent and capable of fulfilling traditional expectations of a future wife.",Indonesia,Southeast Asia,Specific,Low,Custom,Gender
494,91,"As children, we were told, ""Don't leave food, because the leftover grains of rice will cry"" and ""If we don't finish the food on our plates, the chickens we raise will die"" --> this is based on Javanese beliefs.",Indonesia,Southeast Asia,Specific,Low,Custom,Age_Group
495,93,"After finishing eating, the spoon/fork we used is placed face down on the plate (closed), which means we are full/satisfied with the food. If we put the spoon/fork face down (open), it means we are still hungry, and it can send a signal that the portion of food given to us is too small (and it would be impolite to say so).",Indonesia,Southeast Asia,Specific,Low,Custom,General
496,94,"In Maluku, you cannot drink after only a few bites of food.",Indonesia,Southeast Asia,Specific,Low,Custom,General
497,95,"You must finish your food, especially at the end, because the myth is that the last bite on your plate is the source of your sustenance.",Indonesia,Southeast Asia,Specific,Low,Custom,General
498,97,You should not put your hands on your chin at the dining table.,Indonesia,Southeast Asia,Specific,Low,Etiquette,General
499,98,Do not tap your plate with your spoon.,Indonesia,Southeast Asia,Specific,Low,Etiquette,General
500,99,Visiting the oldest family member (for the younger ones).,Indonesia,Southeast Asia,Specific,Low,Custom,Age_Group
501,100,"Giving gifts when visiting, such as fruit and red packets (for the host's children).",Indonesia,Southeast Asia,Specific,Low,Custom,General
502,101,"Every time a new baby is born, on the 40th day it is celebrated with an aqiqah ceremony, namely the slaughter of a sacrificial animal which is then cooked and distributed to relatives and neighbors as a form of gratitude.",Indonesia,Southeast Asia,Specific,Low,Religious,General
503,102,Performing the Dhuha prayer every morning is a sunnah prayer and an expression of gratitude.,Indonesia,Southeast Asia,Specific,Low,Religious,General
504,103,"In Java, on one's knees to ask for forgiveness from their elders.",Indonesia,Southeast Asia,Specific,Moderate,Custom,General
505,104,"In Java, there is a ritual of placing food on the table during major holidays for the deceased as an offering.",Indonesia,Southeast Asia,Specific,Low,Religious,General
506,105,A wedding is less a personal celebration and more a social obligation.,Indonesia,Southeast Asia,Specific,Moderate,Custom,General
507,106,"The event must be 'big' but not too boastful, it must be said 'Ah, this is really simple'.",Indonesia,Southeast Asia,Specific,Moderate,Custom,General
508,107,Guests attending ceremonies or celebrations must dress appropriately and observe traditional customs.,Indonesia,Southeast Asia,Specific,Low,Custom,General
509,109,"In the Dayak, **Nugal**, the rice planting ritual is carried out together and begins with traditional prayers.",Indonesia,Southeast Asia,Specific,Low,Custom,General
510,110,"In the Dayak, Tolak Bala is an ancestral worship ceremony, usually held by a river.",Indonesia,Southeast Asia,Specific,Low,Religious,Ethnic_Group
511,112,"In Sundanese,  when visiting as a guest, it is essential to bring a gift.",Indonesia,Southeast Asia,Specific,Low,Custom,General
512,113,"In Sundanese, if you want to eat the food that is served you have to say ""ditampi"" which means ""accepted"" in a broad sense, meaning the guest accepts the food and thanks the host for giving it.",Indonesia,Southeast Asia,Specific,Low,Custom,General
513,114,"If you have a closer relationship (family, relatives, friends) it is permissible to give gifts in the form of goods.",Indonesia,Southeast Asia,Specific,Low,Custom,General
514,115,"In Java (Central Java), religious or thanksgiving ceremonies are held before building a house to pray for a smooth construction process and to avoid any obstacles.",Indonesia,Southeast Asia,Specific,Low,Religious,General
515,116,"The rule in Java (Central Java), there is a celebration (not everyone, but most celebrate) for boys who have been circumcised.",Indonesia,Southeast Asia,Specific,Moderate,Custom,General
516,119,"In Sunda, it is customary to wear appropriate clothing that conforms to Sunda traditions.",Indonesia,Southeast Asia,Specific,Low,Custom,General
517,120,It is forbidden to leave the house on 1 Suro. (Satu Suro is the first day of the Javanese calendar year in the month of Suro),Indonesia,Southeast Asia,Specific,Low,Custom,General
518,122,"Mappadendang (Harvest Festival) A thanksgiving ritual after a large harvest, usually celebrated with a traditional feast involving music, dance, and food.",Indonesia,Southeast Asia,Specific,Low,Custom,General
519,123,Mabbaja Balla (House Building Ritual) A prayer and thanksgiving ritual before a new house is occupied.,Indonesia,Southeast Asia,Specific,Low,Religious,General
520,124,In Aceh: The Prophet Muhammad's birthday celebration can last up to three months.,Indonesia,Southeast Asia,Specific,Low,Religious,General
521,125,"Indonesia officially recognizes six religions, and the government designates major religious holidays from each of these religions as national public holidays. However, in practice, extended holiday periods are most commonly associated with Eid al-Fitr, Christmas, and New Year.",Indonesia,Southeast Asia,Specific,Low,Legal,General
522,126,"Abundance of food is an essential element of religious festivals. During major holidays, families are expected to prepare and serve plentiful food for guests, symbolizing generosity, gratitude, and communal joy.",Indonesia,Southeast Asia,Specific,Low,Religious,General
